Retire Before 65 Years Old,Gender,Desease,Education Level,Marital Status,Monthly Income,Employee/Employer,Dependants,Unemployment Rate,Stock Market,Credit Score,Government Bonds Return,Probabilidades de Retiro Temprano,Predicción Modelo,Probabilidad Modelo,ID_Cliente
0,0,1,3,1,20000,0,3,5.39200968,40243.16667,769,6.096666667,,0,0.4866748421526511,552
0,0,1,3,1,26000,1,2,6.74115103,27335.5,743,8.079916667,,0,0.1859133201737838,553
0,0,0,4,1,22000,0,1,4.82778981,41229.83333,791,5.91,,0,0.09505798643715702,554
0,0,0,4,0,28000,1,3,5.39200968,40243.16667,724,6.096666667,,1,0.5768623137151058,555
0,0,0,4,1,30000,1,2,4.78069453,36109.5,605,6.61,,0,0.24946585930877055,556
0,0,0,5,1,35000,1,3,5.74138196,32076.33333,751,6.318333333,,0,0.47514204502801966,557
0,0,1,5,1,17000,0,1,4.38253338,26982.33333,728,8.568333333,,0,0.09227614366735826,558
0,1,0,4,1,33000,1,1,4.94709939,36093.16667,677,6.358333333,,0,0.13671393468013493,559
0,0,0,5,0,34000,1,2,4.38253338,26982.33333,639,8.568333333,,0,0.17606763331253728,560
0,0,1,4,0,16000,0,3,5.39200968,40243.16667,792,6.096666667,,0,0.42625388831135563,561
0,0,1,5,1,20000,0,3,4.34354688,27256.0,737,7.8225,,0,0.45996685503119805,562
0,1,0,5,0,28000,0,2,4.58965589,41661.66667,751,6.199,,0,0.22108191766945365,563
0,1,0,4,0,38000,1,1,3.76339417,29309.33333,711,7.521666667,,0,0.11908402370263209,564
0,1,1,4,1,17000,1,1,4.88226702,41912.16667,632,5.567416667,,0,0.17018020411637855,565
0,0,0,3,1,24000,0,1,5.1950095,31577.33333,663,7.701083333,,0,0.09977584420094998,566
0,0,0,4,0,36000,1,1,4.72142055,22755.0,691,7.940833333,,0,0.09271401994979159,567
0,1,1,3,1,38000,1,1,5.02379729,42063.16667,647,5.414833333,,0,0.10981964351011522,568
0,0,0,3,0,40000,1,1,4.70796553,36093.16667,782,6.358333333,,0,0.08939988028051309,569
0,0,0,2,0,16000,1,1,5.83158683,35583.16667,789,6.431666667,,0,0.12810335891919825,570
0,0,0,4,0,36000,1,1,4.53300508,44425.83333,665,5.8425,,0,0.09195873098341249,571
0,1,0,4,0,40000,1,3,3.41905047,12789.0,742,9.910833333,,1,0.7353586952437967,572
0,1,0,3,1,20000,0,2,4.78107286,39064.0,778,5.945,,0,0.42484417497530697,573
0,1,1,4,1,27000,0,2,4.98532915,40216.83333,690,5.3995,,0,0.2213466706089882,574
0,1,1,4,1,17000,1,2,3.44487597,24066.16667,754,7.715833333,,1,0.5551371634151296,575
0,1,0,3,0,35000,1,2,2.96690257,16516.83333,756,8.589166667,,0,0.4255770199789922,576
0,1,0,3,0,25000,0,2,3.58429637,13227.5,765,10.07416667,,0,0.3786330357157682,577
0,1,0,4,0,35000,1,2,2.96690257,16516.83333,655,8.589166667,,0,0.40868438475894836,578
0,0,0,3,0,35000,1,1,5.11135844,32304.66667,797,7.193916667,,0,0.09298889492533242,579
0,0,1,3,0,32000,0,3,4.15050313,42857.16667,686,5.604166667,,0,0.32341053884007687,580
0,0,0,4,1,21000,0,2,4.6,44100.16667,684,6.0575,,0,0.2095733507970942,581
0,0,1,3,0,17000,0,1,4.78069453,36109.5,791,6.61,,0,0.09104592842821128,582
0,1,0,5,0,23000,0,3,4.26439053,21536.0,768,8.66,,1,0.7151206065647913,583
0,0,0,3,0,29000,0,1,4.82778981,41229.83333,643,5.91,,0,0.09017021166504072,584
0,1,0,3,1,32000,0,4,4.92918489,41229.83333,709,5.91,,1,0.8846611153794592,585
0,1,0,3,0,27000,1,3,3.31364755,30373.83333,723,7.9825,,1,0.8416676108642123,586
0,0,0,5,1,31000,0,4,3.84357001,24066.16667,709,7.715833333,,1,0.816540395551853,587
0,0,1,4,1,40000,1,2,5.11135844,32304.66667,691,7.193916667,,0,0.1314196496502242,588
0,0,0,4,1,15000,0,2,5.11135844,32304.66667,770,7.193916667,,0,0.2407776809878965,589
0,1,1,3,0,28000,1,1,4.29406689,44425.83333,603,5.8425,,0,0.1299887373034363,590
0,1,1,5,0,32000,0,1,4.2,43587.5,759,6.165,,0,0.08897600070081117,591
0,1,0,4,0,25000,0,1,2.96690257,16516.83333,626,8.589166667,,0,0.1351503436258903,592
0,0,1,4,1,31000,0,2,4.83260494,41912.16667,772,5.567416667,,0,0.11789644294608974,593
0,1,0,5,0,34000,1,4,4.94709939,36093.16667,792,6.358333333,,1,0.8801391440533787,594
0,1,1,3,1,19000,0,2,3.76339417,29309.33333,774,7.521666667,,0,0.3714345338132313,595
0,0,1,3,0,33000,1,4,4.8864339,40418.0,732,6.365083333,,1,0.8109733334507783,596
0,1,0,4,1,35000,1,3,5.0356035,19439.0,720,8.024166667,,1,0.776171828884891,597
0,1,0,5,1,16000,0,1,5.32080167,37332.5,757,7.508333333,,0,0.1344626095496194,598
0,1,1,5,1,19000,0,2,3.96172167,26982.33333,679,8.568333333,,0,0.3132946143754247,599
0,1,0,4,1,25000,0,2,3.58429637,13227.5,777,10.07416667,,0,0.39118232687282434,600
0,0,0,3,0,16000,0,3,3.84357001,24066.16667,745,7.715833333,,1,0.685072574035088,601
0,1,0,5,0,25000,0,1,5.32080167,37332.5,735,7.508333333,,0,0.10457417294639207,602
0,0,0,5,1,28000,0,2,4.6,44100.16667,675,6.0575,,0,0.1528916907616125,603
0,1,0,3,1,33000,1,1,4.88226702,41912.16667,717,5.567416667,,0,0.14389060024757905,604
0,1,0,5,0,17000,1,4,4.28381716,42857.16667,695,5.604166667,,1,0.909510527994611,605
0,1,1,3,1,21000,0,2,4.92918489,41229.83333,744,5.91,,0,0.301404289783569,606
0,1,1,3,1,19000,0,2,5.4584248,32076.33333,794,6.318333333,,0,0.3038256882674049,607
0,1,0,4,1,34000,1,2,5.32080167,37332.5,657,7.508333333,,0,0.37552815691028174,608
0,0,0,3,0,21000,0,2,4.86656602,37332.5,717,7.508333333,,0,0.1976427013981241,609
0,0,0,4,0,18000,0,4,4.70796553,36093.16667,660,6.358333333,,1,0.8601233215787754,610
0,1,1,5,0,15000,0,1,5.35522049,30100.5,723,7.96275,,0,0.10811862769324414,611
0,0,1,3,0,39000,1,4,4.53300508,44425.83333,640,5.8425,,1,0.786710179034926,612
0,1,1,3,0,16000,1,2,4.94709939,36093.16667,755,6.358333333,,0,0.4766638246744227,613
0,1,0,3,0,25000,0,4,5.24425019,36600.0,659,7.11,,1,0.8913746303781228,614
0,1,0,3,0,17000,0,4,5.05485168,37846.16667,725,6.19875,,1,0.9015391780038369,615
0,1,1,4,0,15000,1,2,3.96172167,26982.33333,788,8.568333333,,0,0.49007634627275076,616
0,0,1,5,1,40000,1,4,3.65529884,18716.66667,610,8.200833333,,1,0.8007899227913958,617
0,1,0,4,0,17000,0,1,4.2,43587.5,612,6.165,,0,0.14504009258221773,618
0,0,1,3,0,32000,0,4,5.74138196,32076.33333,775,6.318333333,,1,0.6895421317095641,619
0,1,0,4,0,17000,1,1,3.76339417,29309.33333,794,7.521666667,,0,0.20116134239456204,620
0,0,0,4,1,33000,1,3,4.15050313,42857.16667,722,5.604166667,,1,0.6110654028303136,621
0,0,1,4,1,39000,1,1,4.86656602,37332.5,621,7.508333333,,0,0.0870049635568463,622
0,1,0,5,1,34000,1,2,4.3,44555.83333,745,5.981666667,,0,0.33424907054953384,623
0,1,1,4,1,32000,0,1,3.52061247,30573.16667,697,7.733416667,,0,0.10153101289684262,624
0,1,0,4,0,34000,1,3,5.23935845,44437.16667,762,5.881666667,,1,0.7128540576504666,625
0,1,1,4,1,20000,0,2,5.05485168,37846.16667,787,6.19875,,0,0.2678184174510744,626
0,0,0,5,0,30000,0,2,3.65529884,18716.66667,672,8.200833333,,0,0.14574976915600946,627
0,1,0,5,0,22000,0,1,5.32080167,37332.5,649,7.508333333,,0,0.11318518567226515,628
0,1,1,5,0,20000,0,4,3.66114181,20563.0,752,8.315833333,,1,0.8775432446205984,629
0,0,1,3,1,31000,0,1,3.78502178,30804.0,785,8.431666667,,0,0.08652451158682356,630
0,0,0,3,0,19000,0,4,4.53300508,44425.83333,649,5.8425,,1,0.8676577579049163,631
0,1,1,4,0,38000,1,4,5.34449117,22755.0,729,7.940833333,,1,0.8563151415531868,632
0,1,1,4,0,32000,0,4,4.28381716,42857.16667,785,5.604166667,,1,0.8284851551650282,633
0,0,0,4,0,34000,1,4,4.6,44100.16667,749,6.0575,,1,0.8355879319399286,634
0,1,0,4,1,16000,0,3,5.35396094,31577.33333,683,7.701083333,,1,0.8173474036838363,635
0,1,1,3,0,35000,1,2,3.44487597,24066.16667,791,7.715833333,,0,0.2819821471491577,636
0,1,1,3,1,20000,0,2,4.26439053,21536.0,682,8.66,,0,0.3756873198356493,637
0,0,0,5,1,38000,1,1,5.74138196,32076.33333,750,6.318333333,,0,0.08794269765534098,638
0,1,0,4,1,26000,0,1,4.98532915,40216.83333,647,5.3995,,0,0.1216903297817905,639
0,0,1,5,1,18000,0,2,4.8864339,40418.0,792,6.365083333,,0,0.14707606563772513,640
0,0,0,5,1,19000,0,4,4.54175572,20563.0,795,8.315833333,,1,0.8576249979717666,641
0,0,0,5,1,35000,1,2,6.74115103,27335.5,705,8.079916667,,0,0.15457179178342814,642
0,0,1,4,0,20000,0,1,3.84357001,24066.16667,704,7.715833333,,0,0.0902155532632388,643
0,0,0,3,1,37000,1,3,4.86656602,37332.5,783,7.508333333,,1,0.5676958489960832,644
0,0,0,5,1,23000,0,2,4.54175572,20563.0,686,8.315833333,,0,0.18859244609514125,645
0,1,1,4,0,26000,1,4,5.32080167,37332.5,660,7.508333333,,1,0.889885758878909,646
0,0,0,4,0,39000,1,2,5.03775575,30100.5,719,7.96275,,0,0.14987139645877662,647
0,1,1,3,1,16000,0,4,3.14890585,30115.33333,670,7.608333333,,1,0.9057909904199565,648
0,1,1,4,1,25000,0,1,5.59830462,36109.5,632,6.61,,0,0.1048244755737042,649
0,1,0,3,0,20000,0,1,4.2,43587.5,800,6.165,,0,0.13258799858544082,650
0,1,0,4,0,23000,0,1,4.29406689,44425.83333,781,5.8425,,0,0.11610107282838573,651
0,1,0,4,1,30000,1,3,5.24425019,36600.0,782,7.11,,1,0.7910591377901562,652
0,0,0,4,1,35000,1,4,3.70537487,30373.83333,704,7.9825,,1,0.8669704147902616,653
0,1,1,4,0,31000,0,1,5.23935845,44437.16667,733,5.881666667,,0,0.0904742486688502,654
0,1,1,5,0,18000,0,3,5.0356035,19439.0,692,8.024166667,,1,0.6671015029569,655
0,1,1,3,1,19000,0,1,3.44487597,24066.16667,615,7.715833333,,0,0.14693141259427225,656
0,0,0,5,1,20000,0,1,4.84510369,39064.0,699,5.945,,0,0.09586583230922817,657
0,1,1,3,0,29000,1,3,4.29406689,44425.83333,658,5.8425,,1,0.7545937770134179,658
0,1,0,3,0,35000,1,2,3.76339417,29309.33333,707,7.521666667,,0,0.3949144616908496,659
0,1,0,5,1,34000,1,1,5.24425019,36600.0,614,7.11,,0,0.1259504089969125,660
0,1,1,4,0,24000,0,1,3.58429637,13227.5,714,10.07416667,,0,0.10931369496663738,661
0,0,1,3,0,24000,0,3,4.34354688,27256.0,613,7.8225,,0,0.46871910244674814,662
0,1,1,3,1,16000,1,4,5.19011599,32304.66667,629,7.193916667,,1,0.911939634721173,663
0,1,0,5,1,30000,0,3,3.44487597,24066.16667,646,7.715833333,,1,0.7315457462575137,664
0,1,1,3,0,22000,0,2,4.75727494,40418.0,601,6.365083333,,0,0.2813604975930884,665
0,1,0,5,0,34000,1,4,4.58965589,41661.66667,652,6.199,,1,0.8876331531615749,666
0,1,1,5,0,37000,1,2,3.22742853,30804.0,613,8.431666667,,0,0.23949424064936942,667
0,1,0,3,0,24000,0,4,4.92918489,41229.83333,700,5.91,,1,0.8920512299711695,668
0,1,1,5,1,28000,0,3,5.14091293,40243.16667,665,6.096666667,,1,0.5705589580132914,669
0,1,0,5,1,31000,0,4,4.78107286,39064.0,601,5.945,,1,0.8783468347881084,670
0,0,1,4,0,35000,1,2,5.30387327,40216.83333,684,5.3995,,0,0.12926332923728717,671
0,0,1,4,0,16000,0,4,4.86656602,37332.5,758,7.508333333,,1,0.820957925137957,672
0,0,1,4,0,35000,1,2,6.74115103,27335.5,673,8.079916667,,0,0.12352847826185538,673
0,0,0,5,1,34000,1,2,4.3801824,30573.16667,798,7.733416667,,0,0.18000534931988088,674
0,1,0,5,0,25000,0,2,3.14890585,30115.33333,700,7.608333333,,0,0.3071942723227176,675
0,0,0,4,1,22000,0,4,5.30387327,40216.83333,792,5.3995,,1,0.8426678291633718,676
0,1,1,3,0,28000,0,3,4.92918489,41229.83333,782,5.91,,1,0.572652763129486,677
0,1,1,5,1,40000,1,4,5.36220735,35583.16667,791,6.431666667,,1,0.8427970853269999,678
0,1,1,4,1,15000,0,3,4.58965589,41661.66667,605,6.199,,1,0.7840776488812934,679
0,1,1,5,0,16000,1,4,3.41905047,12789.0,761,9.910833333,,1,0.9062014494906342,680
0,0,0,5,0,19000,0,1,4.54175572,20563.0,633,8.315833333,,0,0.0964456918502386,681
0,1,1,3,0,17000,1,1,5.36220735,35583.16667,617,6.431666667,,0,0.16265757791886098,682
0,1,1,3,1,26000,1,2,4.92918489,41229.83333,729,5.91,,0,0.3964469540252753,683
0,1,0,5,1,33000,0,4,3.52061247,30573.16667,765,7.733416667,,1,0.8758278073022061,684
0,1,1,4,1,39000,1,2,5.77682986,27335.5,610,8.079916667,,0,0.2308823744518304,685
0,1,1,5,1,40000,1,3,4.3,44555.83333,797,5.981666667,,1,0.5618317370930325,686
0,0,1,4,0,18000,0,1,4.2,43587.5,779,6.165,,0,0.08863078147111568,687
0,1,0,4,0,20000,0,4,3.96172167,26982.33333,739,8.568333333,,1,0.8985235940851001,688
0,1,0,3,1,31000,0,3,5.4584248,32076.33333,728,6.318333333,,1,0.70614768451827,689
0,1,0,4,0,15000,0,4,4.94709939,36093.16667,628,6.358333333,,1,0.9029509493896194,690
0,1,0,5,1,20000,0,4,5.02379729,42063.16667,699,5.414833333,,1,0.894575012377502,691
0,1,0,5,1,16000,0,3,5.36220735,35583.16667,709,6.431666667,,1,0.7886617785727956,692
0,1,1,5,1,16000,0,2,4.78107286,39064.0,759,5.945,,0,0.2878817398080123,693
0,0,1,4,0,17000,1,2,4.34354688,27256.0,741,7.8225,,0,0.2431021152834392,694
0,1,1,4,0,18000,0,4,5.24425019,36600.0,695,7.11,,1,0.8798622316203136,695
0,1,0,4,1,18000,0,2,4.29406689,44425.83333,632,5.8425,,0,0.464875012720804,696
0,1,0,5,1,35000,1,2,4.2,43587.5,672,6.165,,0,0.3450398482372535,697
0,1,0,5,1,26000,0,2,3.46001951,18716.66667,742,8.200833333,,0,0.33736913003543567,698
0,1,0,4,1,26000,0,1,5.23935845,44437.16667,714,5.881666667,,0,0.11663714372064152,699
0,0,0,4,1,18000,0,2,3.59050539,12789.0,607,9.910833333,,0,0.3036462576172611,700
0,1,1,4,1,36000,1,2,4.90678778,44426.0,701,5.095083333,,0,0.24480207515414681,701
0,0,1,5,1,16000,1,4,5.83158683,35583.16667,768,6.431666667,,1,0.8654272858203375,702
0,0,1,4,1,23000,0,3,6.74115103,27335.5,737,8.079916667,,0,0.3730670225360916,703
0,0,1,4,0,34000,1,2,5.30387327,40216.83333,679,5.3995,,0,0.13260886549919057,704
0,0,1,3,0,30000,0,4,4.86656602,37332.5,767,7.508333333,,1,0.738077011406401,705
0,1,0,4,0,20000,0,2,5.19011599,32304.66667,800,7.193916667,,0,0.3135090941570949,706
0,1,0,5,1,26000,1,4,4.90678778,44426.0,666,5.095083333,,1,0.9038335970413442,707
0,1,0,3,1,38000,1,3,4.92918489,41229.83333,739,5.91,,1,0.761882525156341,708
0,1,0,4,0,15000,1,4,3.4686843,14487.16667,734,8.983333333,,1,0.915485262791938,709
0,1,1,4,1,18000,0,3,4.75727494,40418.0,627,6.365083333,,1,0.7528206403399067,710
0,1,1,5,1,34000,1,2,5.23935845,44437.16667,628,5.881666667,,0,0.2414127511804594,711
0,1,0,5,0,18000,0,4,3.58429637,13227.5,693,10.07416667,,1,0.9010798213035226,712
0,0,1,2,1,20000,0,4,4.69723033,41661.66667,638,6.199,,1,0.8613184427440839,713
0,0,1,5,1,19000,0,2,4.94922646,19439.0,602,8.024166667,,0,0.1663931420262839,714
0,0,0,5,1,16000,0,1,4.15050313,42857.16667,752,5.604166667,,0,0.10151886557710642,715
0,0,0,5,0,30000,1,2,5.03775575,30100.5,765,7.96275,,0,0.1725654148455048,716
0,0,1,5,1,20000,0,2,4.84510369,39064.0,638,5.945,,0,0.15187893559913393,717
0,1,1,4,1,20000,0,4,3.76339417,29309.33333,756,7.521666667,,1,0.8914525756717104,718
0,0,1,3,0,18000,0,1,5.83158683,35583.16667,785,6.431666667,,0,0.08811763708449523,719
0,0,1,3,0,17000,0,4,3.70537487,30373.83333,687,7.9825,,1,0.8548214641630932,720
0,1,0,5,0,24000,0,1,3.4686843,14487.16667,662,8.983333333,,0,0.12328831476599178,721
0,0,0,4,1,28000,0,4,4.87568406,44426.0,742,5.095083333,,1,0.8217236541733507,722
0,0,0,3,1,27000,0,1,4.04175506,21536.0,712,8.66,,0,0.09964515696544375,723
0,1,0,5,1,32000,0,2,5.24425019,36600.0,643,7.11,,0,0.23231100043802927,724
0,1,0,1,1,18000,0,4,5.34449117,22755.0,601,7.940833333,,1,0.9131327762179858,725
0,0,1,5,1,16000,0,2,4.31879538,13227.5,756,10.07416667,,0,0.17979423877179881,726
0,1,0,4,1,24000,0,3,5.32080167,37332.5,670,7.508333333,,1,0.7593789168519516,727
0,1,0,5,0,36000,1,3,3.58429637,13227.5,686,10.07416667,,1,0.7496615917865187,728
0,1,0,2,1,19000,0,2,4.2,43587.5,684,6.165,,1,0.5368264976449227,729
0,1,1,4,1,24000,0,2,5.02379729,42063.16667,688,5.414833333,,0,0.24525599506067328,730
0,0,0,3,0,37000,1,1,3.63669268,30115.33333,732,7.608333333,,0,0.09669647861282515,731
0,0,1,3,1,15000,0,4,4.69723033,41661.66667,773,6.199,,1,0.8579340271930036,732
0,1,0,4,1,38000,1,1,3.31364755,30373.83333,777,7.9825,,0,0.1306592672038924,733
0,1,1,3,0,18000,1,2,5.36220735,35583.16667,620,6.431666667,,0,0.47201536111614795,734
0,0,0,3,1,27000,0,4,4.70796553,36093.16667,682,6.358333333,,1,0.8532780463110099,735
0,1,0,4,1,15000,0,3,4.26439053,21536.0,642,8.66,,1,0.8453809946417262,736
0,0,0,4,0,23000,0,2,3.38752413,16516.83333,607,8.589166667,,0,0.21465216549110724,737
0,0,0,5,1,17000,1,2,3.65529884,18716.66667,772,8.200833333,,0,0.37309893886425016,738
0,0,0,3,1,33000,1,2,5.22030741,36600.0,707,7.11,,0,0.22464233597733524,739
0,1,0,5,1,16000,0,2,3.22742853,30804.0,685,8.431666667,,0,0.4959341873135319,740
0,1,1,3,1,17000,1,4,3.66114181,20563.0,621,8.315833333,,1,0.9145514235172261,741
0,1,1,3,0,17000,1,3,3.71008358,27256.0,669,7.8225,,1,0.8485281097932093,742
0,0,0,5,0,18000,0,4,4.32400469,14487.16667,748,8.983333333,,1,0.8527008863477418,743
0,1,0,2,0,17000,0,1,3.44487597,24066.16667,760,7.715833333,,0,0.1775371350813505,744
0,0,1,4,1,20000,0,2,4.38253338,26982.33333,736,8.568333333,,0,0.17020998522217007,745
0,1,0,4,1,27000,1,3,2.93965649,19520.66667,634,8.896666667,,1,0.8608123550515988,746
0,0,1,5,1,37000,1,4,4.94922646,19439.0,615,8.024166667,,1,0.7965700752095551,747
0,1,1,3,1,23000,0,1,2.93965649,19520.66667,706,8.896666667,,0,0.13316080371808625,748
0,1,1,4,0,15000,0,2,5.02379729,42063.16667,737,5.414833333,,0,0.2806995818574955,749
0,1,0,5,0,37000,1,1,5.23935845,44437.16667,751,5.881666667,,0,0.10323348906517403,750
0,0,0,4,1,19000,0,3,4.3801824,30573.16667,771,7.733416667,,1,0.6327391620797447,751
0,0,0,3,1,20000,0,2,4.78069453,36109.5,727,6.61,,0,0.23713308120918916,752
0,0,0,4,0,29000,1,1,4.87568406,44426.0,667,5.095083333,,0,0.09823460882448681,753
0,0,0,4,0,32000,0,2,3.70537487,30373.83333,615,7.9825,,0,0.15193128106950846,754
0,0,0,3,0,34000,1,4,4.3801824,30573.16667,782,7.733416667,,1,0.8545015098142285,755
0,0,0,4,1,16000,0,3,6.74115103,27335.5,641,8.079916667,,1,0.6283365639444158,756
0,1,1,3,1,23000,0,1,3.22742853,30804.0,612,8.431666667,,0,0.13438446377448493,757
0,1,1,4,0,35000,1,4,3.22742853,30804.0,656,8.431666667,,1,0.884383913957597,758
0,0,1,3,0,28000,1,1,4.72142055,22755.0,672,7.940833333,,0,0.09585593101033146,759
0,1,0,3,1,29000,1,1,5.35522049,30100.5,655,7.96275,,0,0.16742486916310764,760
0,1,0,5,0,35000,1,4,3.14890585,30115.33333,618,7.608333333,,1,0.8956604929537885,761
0,1,0,5,0,22000,0,2,3.76339417,29309.33333,678,7.521666667,,0,0.32910728367741593,762
0,0,0,4,1,34000,1,4,5.83158683,35583.16667,751,6.431666667,,1,0.8432614372907835,763
0,1,1,3,1,17000,0,4,4.98532915,40216.83333,671,5.3995,,1,0.897071435009657,764
0,1,0,5,0,28000,1,3,4.88226702,41912.16667,621,5.567416667,,1,0.774910517795362,765
0,1,1,5,0,15000,0,4,3.71008358,27256.0,638,7.8225,,1,0.8917162684521437,766
0,0,0,5,1,20000,0,3,4.84510369,39064.0,692,5.945,,1,0.5642533505947628,767
0,1,1,5,1,17000,0,4,4.88226702,41912.16667,786,5.567416667,,1,0.8810600529513699,768
0,1,1,3,0,17000,0,1,3.41905047,12789.0,632,9.910833333,,0,0.14178228639087814,769
0,1,1,3,1,32000,0,2,3.76339417,29309.33333,707,7.521666667,,0,0.24090423442873085,770
0,0,0,5,1,38000,1,2,4.86656602,37332.5,661,7.508333333,,0,0.16439243417462068,771
0,1,0,5,0,25000,0,3,3.44487597,24066.16667,768,7.715833333,,1,0.7123763191582857,772
0,1,1,3,0,35000,1,2,4.75727494,40418.0,705,6.365083333,,0,0.2518121102392837,773
0,1,0,4,1,15000,1,1,5.34449117,22755.0,713,7.940833333,,0,0.23413124577145938,774
0,1,1,3,0,21000,0,4,5.0356035,19439.0,637,8.024166667,,1,0.8868802974516208,775
0,1,0,3,1,31000,0,2,5.0356035,19439.0,689,8.024166667,,0,0.316019553192767,776
0,0,0,5,0,34000,1,2,5.83158683,35583.16667,617,6.431666667,,0,0.15400295828489835,777
0,1,1,5,1,20000,0,3,3.4686843,14487.16667,768,8.983333333,,1,0.7294139422992568,778
0,0,0,5,1,35000,1,2,4.6,44100.16667,761,6.0575,,0,0.16871528209698908,779
0,1,0,5,1,15000,0,1,5.19011599,32304.66667,651,7.193916667,,0,0.14765906764339992,780
0,1,1,3,1,17000,1,3,3.41905047,12789.0,719,9.910833333,,1,0.8683502317258701,781
0,1,0,4,0,24000,0,1,3.66114181,20563.0,616,8.315833333,,0,0.1321525176454011,782
0,0,0,4,1,20000,0,1,3.63669268,30115.33333,755,7.608333333,,0,0.1042585573859864,783
0,1,0,3,1,18000,0,4,5.59830462,36109.5,775,6.61,,1,0.9029039141351385,784
0,0,0,3,1,20000,0,2,6.74115103,27335.5,603,8.079916667,,0,0.22272009300822543,785
0,1,1,3,1,16000,1,4,4.78107286,39064.0,600,5.945,,1,0.91256163689193,786
0,1,0,3,0,39000,1,1,3.52061247,30573.16667,628,7.733416667,,0,0.13138279928191834,787
0,1,1,4,0,20000,0,4,5.4584248,32076.33333,609,6.318333333,,1,0.8778605738072458,788
0,0,0,5,1,23000,0,1,3.59050539,12789.0,771,9.910833333,,0,0.09763305175474596,789
0,0,1,3,1,26000,0,3,3.59050539,12789.0,677,9.910833333,,1,0.5364434695779108,790
0,1,0,3,0,32000,0,4,4.92918489,41229.83333,753,5.91,,1,0.8715497625354864,791
0,0,0,5,0,26000,0,2,4.82778981,41229.83333,613,5.91,,0,0.14636897116627554,792
0,0,1,3,1,33000,1,1,5.1950095,31577.33333,649,7.701083333,,0,0.09374547444842612,793
1,1,1,3,0,18000,0,4,3.44487597,24066.16667,699,7.715833333,,1,0.8966689159084192,794
1,1,0,4,0,15000,0,4,3.22742853,30804.0,659,8.431666667,,1,0.9079108238605313,795
1,1,0,5,0,22000,0,4,5.59830462,36109.5,678,6.61,,1,0.881400766180214,796
1,1,1,3,1,19000,0,4,5.4584248,32076.33333,684,6.318333333,,1,0.8926353794734864,797
1,1,0,3,1,29000,1,4,5.0356035,19439.0,756,8.024166667,,1,0.9074277420494046,798
1,1,0,4,0,18000,0,4,4.28381716,42857.16667,647,5.604166667,,1,0.9002021303533221,799
1,0,0,5,1,15000,0,4,4.32400469,14487.16667,737,8.983333333,,1,0.8769646287927947,800
1,0,1,3,0,31000,0,4,4.6,44100.16667,639,6.0575,,1,0.7520799978099538,801
1,1,1,4,1,19000,0,4,4.88226702,41912.16667,745,5.567416667,,1,0.8856103962466192,802
1,0,1,4,1,15000,0,4,4.83260494,41912.16667,673,5.567416667,,1,0.8512611423359913,803
1,1,0,4,1,36000,1,4,5.32080167,37332.5,668,7.508333333,,1,0.894714619449508,804
1,1,1,5,1,20000,0,3,3.41905047,12789.0,612,9.910833333,,1,0.7635742368525532,805
1,0,1,4,0,15000,0,4,5.1950095,31577.33333,645,7.701083333,,1,0.8356223991345894,806
1,1,0,5,1,38000,1,4,5.19011599,32304.66667,738,7.193916667,,1,0.8831123054475734,807
1,1,0,3,0,20000,0,3,3.14890585,30115.33333,799,7.608333333,,1,0.8074969116506091,808
1,1,1,3,1,24000,0,4,5.59830462,36109.5,762,6.61,,1,0.8778144284957679,809
1,0,1,5,0,29000,1,4,4.68199486,37846.16667,785,6.19875,,1,0.7917773407236763,810
1,1,1,3,1,26000,1,3,3.41905047,12789.0,635,9.910833333,,1,0.8409648996010572,811
1,0,1,5,1,18000,0,4,5.30387327,40216.83333,600,5.3995,,1,0.8232102734802171,812
1,1,1,5,0,36000,1,4,3.52061247,30573.16667,727,7.733416667,,1,0.8670632271036918,813
1,1,0,4,1,37000,1,4,5.32080167,37332.5,689,7.508333333,,1,0.8923414022443457,814
1,1,0,3,0,18000,0,4,4.90678778,44426.0,699,5.095083333,,1,0.900558982916998,815
1,1,1,4,1,36000,0,4,5.4584248,32076.33333,782,6.318333333,,1,0.8181997278845147,816
1,0,0,4,1,30000,0,3,4.06666964,29309.33333,781,7.521666667,,0,0.4816075508382797,817
1,1,0,3,0,29000,0,4,5.35396094,31577.33333,686,7.701083333,,1,0.8825559071383485,818
1,0,0,5,1,17000,1,4,4.94922646,19439.0,665,8.024166667,,1,0.8958105131588103,819
1,0,0,4,1,32000,0,4,5.30387327,40216.83333,698,5.3995,,1,0.7973443138138331,820
1,1,1,5,1,20000,0,3,3.58429637,13227.5,735,10.07416667,,1,0.7369787400817921,821
1,0,1,5,1,19000,1,3,3.78502178,30804.0,745,8.431666667,,1,0.6666403791495256,822
1,1,0,5,0,17000,1,4,3.71008358,27256.0,792,7.8225,,1,0.9103697209178874,823
1,1,1,3,0,32000,0,4,5.24425019,36600.0,762,7.11,,1,0.8381536132904709,824
1,1,0,3,1,18000,0,2,4.3,44555.83333,645,5.981666667,,1,0.5097203684589543,825
1,1,0,4,1,31000,1,3,4.75727494,40418.0,607,6.365083333,,1,0.8135506734735987,826
1,0,1,4,1,23000,0,4,4.82778981,41229.83333,737,5.91,,1,0.8039330687634035,827
1,1,1,3,0,15000,0,3,5.36220735,35583.16667,625,6.431666667,,1,0.7579516709560963,828
