,SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR
11248,60,10,33,20,25,60,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,40,85,75,10
11249,60,10,33,20,25,60,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,60,85,75,10
11250,60,10,33,20,25,60,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,60,85,75,10
11251,60,10,33,20,25,60,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,60,85,75,10
11252,60,10,33,20,25,60,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,60,85,75,10
11253,40,10,33,20,25,60,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,40,85,75,10
11254,40,10,33,20,25,60,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,40,85,75,10
11255,60,10,33,20,25,60,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11256,60,10,33,20,25,60,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,60,85,75,10
11257,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,40,85,75,10
11258,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,60,85,75,10
11259,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,60,85,75,10
11260,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,60,85,75,10
11261,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,40,85,75,10
11262,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,40,85,75,10
11263,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,60,85,75,10
11264,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,60,85,75,10
11265,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,30,40,85,75,10
11266,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,30,40,85,75,10
11267,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,30,40,85,75,10
11268,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,40,85,75,10
11269,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,40,85,75,10
11270,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11271,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,40,85,75,10
11272,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,40,85,75,10
11273,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,40,85,75,10
11274,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11275,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,60,85,75,10
11276,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11277,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11278,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11279,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,40,85,75,10
11280,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,40,85,75,10
11281,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,40,85,75,10
11282,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,40,85,75,10
11283,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,40,85,75,10
11284,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,40,85,75,10
11285,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,40,85,75,10
11286,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11287,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11288,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,60,85,75,10
11289,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,60,85,75,10
11290,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,40,85,75,10
11291,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,40,85,75,10
11292,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,60,85,75,10
11293,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,40,85,75,10
11294,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,40,85,75,10
11295,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,40,85,75,10
11296,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11297,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,60,85,75,10
11298,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,60,85,75,10
11299,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11300,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,60,85,75,10
11301,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11302,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,60,85,75,10
11303,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,60,85,75,10
11304,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,60,85,75,10
11305,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,60,85,75,10
11306,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,60,85,75,10
11307,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,40,85,75,10
11308,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,60,85,75,10
11309,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,60,85,75,10
11310,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11311,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,40,85,75,10
11312,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,30,60,85,75,10
11313,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,40,85,75,10
11314,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11315,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,40,85,75,10
11316,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,60,85,75,10
11317,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,30,40,85,75,10
11318,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11319,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,40,85,75,10
11320,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,60,85,75,10
11321,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,40,85,75,10
11322,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,30,60,85,75,10
11323,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,60,85,75,10
11324,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,60,85,75,10
11325,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,40,85,75,10
11326,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,40,85,75,10
11327,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,40,85,75,10
11328,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,40,85,75,10
11329,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,60,85,75,10
11330,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,60,85,75,10
11331,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11332,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,60,85,75,10
11333,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,40,85,75,10
11334,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,40,85,75,10
11335,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,40,85,75,10
11336,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,40,85,75,10
11337,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,40,85,75,10
11338,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,60,85,75,10
11339,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,60,85,75,10
11340,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,60,85,75,10
11341,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,40,85,75,10
11342,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,40,85,75,10
11343,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,30,60,85,75,10
11344,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,60,85,75,10
11345,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,60,85,75,10
11346,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,40,85,75,10
11347,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11348,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,40,85,75,10
11349,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,40,85,75,10
11350,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,40,85,75,10
11351,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,60,85,75,10
11352,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,40,85,75,10
11353,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,30,40,85,75,10
11354,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,60,85,75,10
11355,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,60,85,75,10
11356,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,40,85,75,10
11357,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,60,85,75,10
11358,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,40,85,75,10
11359,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11360,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,60,85,75,10
11361,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,60,85,75,10
11362,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,30,60,85,75,10
11363,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,40,85,75,10
11364,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,40,85,75,10
11365,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11366,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,30,40,85,75,10
11367,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11368,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,40,85,75,10
11369,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,60,85,75,10
11370,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,40,85,75,10
11371,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,40,85,75,10
11372,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,40,85,75,10
11373,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,40,85,75,10
11374,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,60,85,75,10
11375,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,40,85,75,10
11376,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,60,85,75,10
11377,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,60,85,75,10
11378,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,60,85,75,10
11379,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,40,85,75,10
11380,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,40,85,75,10
11381,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,60,85,75,10
11382,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,40,85,75,10
11383,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,60,85,75,10
11384,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,60,85,75,10
11385,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,60,85,75,10
11386,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,40,85,75,10
11387,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,40,85,75,10
11388,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,40,85,75,10
11389,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,20,60,85,75,10
11390,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,40,85,75,10
11391,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,40,85,75,10
11392,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,60,85,75,10
11393,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,60,85,75,10
11394,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,40,85,75,10
11395,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,40,85,75,10
11396,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,60,85,75,10
11397,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,20,40,85,75,10
11398,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,40,85,75,10
11399,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,40,30,40,85,75,10
11400,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,60,85,75,10
11401,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,30,60,85,75,10
11402,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,40,85,75,10
11403,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,20,40,85,75,10
11404,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,30,60,85,75,10
11405,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,20,60,85,75,10
11406,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,40,85,75,10
11407,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11408,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,60,85,75,10
11409,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,60,85,75,10
11410,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,20,40,85,75,10
11411,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,40,85,75,10
11412,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,30,40,85,75,10
11413,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,60,85,75,10
11414,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11415,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,60,40,30,40,85,75,10
11416,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,40,60,20,60,85,75,10
11417,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,30,40,85,75,10
11418,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,60,60,45,45,45,50,60,40,30,60,85,75,10
11419,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,60,60,45,45,45,50,60,60,30,40,85,75,10
11420,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,20,40,85,75,10
11421,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,40,60,30,60,85,75,10
11422,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,60,60,45,45,45,50,40,40,30,60,85,75,10
11423,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,60,60,45,45,45,50,60,60,20,40,85,75,10
11424,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,20,60,45,45,45,50,40,60,30,40,85,75,10
11425,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,20,60,45,45,45,50,60,60,30,60,85,75,10
11426,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,20,60,45,45,45,50,40,40,20,60,85,75,10
11427,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,40,60,45,45,45,50,40,60,20,60,85,75,10
11428,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,40,60,45,45,45,50,40,40,30,40,85,75,10
11429,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,40,60,45,45,45,50,60,60,30,40,85,75,10
11430,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,40,60,45,45,45,50,40,40,30,40,85,75,10
11431,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,40,60,45,45,45,50,60,60,20,40,85,75,10
11432,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,20,60,45,45,45,50,40,60,30,60,85,75,10
11433,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,20,60,45,45,45,50,40,60,20,40,85,75,10
11434,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,20,60,45,45,45,50,40,40,20,40,85,75,10
11435,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,40,60,45,45,45,50,40,40,30,40,85,75,10
11436,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,40,60,45,45,45,50,40,60,30,60,85,75,10
11437,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,40,60,45,45,45,50,40,40,30,60,85,75,10
11438,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,40,60,45,45,45,50,40,60,30,60,85,75,10
11439,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,40,60,45,45,45,50,60,60,30,40,85,75,10
11440,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,20,60,45,45,45,50,40,40,20,40,85,75,10
11441,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,20,60,45,45,45,50,40,60,30,40,85,75,10
11442,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,20,60,45,45,45,50,40,40,20,60,85,75,10
11443,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,20,60,45,45,45,50,60,60,30,40,85,75,10
11444,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,40,60,45,45,45,50,60,40,20,60,85,75,10
11445,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,20,60,45,45,45,50,40,40,30,60,85,75,10
11446,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,20,60,45,45,45,50,60,40,20,40,85,75,10
11447,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,20,60,45,45,45,50,40,60,20,60,85,75,10
11448,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,40,60,45,45,45,50,60,60,30,40,85,75,10
11449,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,40,60,45,45,45,50,40,40,30,60,85,75,10
11450,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,20,60,45,45,45,50,60,60,30,40,85,75,10
11451,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,40,60,45,45,45,50,40,40,30,40,85,75,10
11452,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,40,60,45,45,45,50,60,60,30,40,85,75,10
11453,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,40,60,45,45,45,50,60,40,20,60,85,75,10
11454,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,40,60,45,45,45,50,40,60,30,60,85,75,10
11455,60,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,25,40,60,45,45,45,50,60,40,20,60,85,75,10
11456,40,10,33,20,25,20,10,10,25,50,24,60,60,50,55,10,5,40,60,45,45,45,50,40,60,30,60,85,75,10
11457,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,40,60,45,45,45,50,60,60,20,40,85,75,10
11458,60,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,5,40,60,45,45,45,50,60,60,30,60,85,75,10
11459,40,10,33,20,25,20,10,10,25,25,24,60,60,50,55,10,25,20,60,45,45,45,50,40,40,20,60,85,75,10
11460,60,10,33,20,25,20,10,10,25,25,24,60,20,50,55,10,5,20,60,45,45,45,50,40,40,20,40,85,75,10
11461,40,10,33,20,25,20,10,10,25,25,24,60,20,50,55,10,5,40,60,45,45,45,50,60,40,20,60,85,75,10
11462,40,10,33,20,25,20,10,10,25,50,24,60,20,50,55,10,5,20,60,45,45,45,50,60,60,20,40,85,75,10
11463,40,10,33,20,25,20,10,10,25,50,24,60,20,50,55,10,25,40,60,45,45,45,50,40,60,30,60,85,75,10
11464,60,10,33,20,25,20,10,10,25,25,24,60,20,50,55,10,25,40,60,45,45,45,50,40,40,30,40,85,75,10
11465,60,10,33,20,25,20,10,10,25,25,24,60,20,50,55,10,25,20,60,45,45,45,50,40,40,20,40,85,75,10
11466,40,10,33,20,25,20,10,10,25,50,24,60,20,50,55,10,25,40,60,45,45,45,50,40,40,20,60,85,75,10
